,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
882,N'Keal Harry,WR,NWE,1.0,HOU,5,5,Sun,2,1,9,9.0,0,50.00%,4.5,1.9,0,0,0,0,0,0,0,0,0,1,25,22
883,KhaDarel Hodge,WR,DET,0.0,BAL,3,3,Sun,1,1,9,9.0,0,100.00%,9.0,1.9,0,0,0,0,0,0,0,0,0,0,17,19
884,Jarvis Landry,WR,CLE,0.0,HOU,2,2,Sun,1,1,9,9.0,0,100.00%,9.0,1.9,0,0,0,0,0,0,0,0,0,1,31,21
885,Terrace Marshall Jr.,WR,CAR,0.0,MIN,6,6,Sun,2,1,9,9.0,0,50.00%,4.5,1.9,0,0,0,0,0,0,0,0,0,0,28,34
886,Darnell Mooney,WR,CHI,1.0,CLE,3,3,Sun,4,1,9,9.0,0,25.00%,2.25,1.9,0,0,0,0,0,0,0,0,0,0,6,26
887,Demarcus Robinson,WR,KAN,0.0,CLE,1,1,Sun,2,1,9,9.0,0,50.00%,4.5,1.9,0,0,0,0,0,0,0,0,0,1,33,29
888,Trent Sherfield,WR,SFO,1.0,PHI,2,2,Sun,3,1,9,9.0,0,33.30%,3.0,1.9,0,0,0,0,0,0,0,0,0,1,17,11
889,Trent Sherfield,WR,SFO,0.0,IND,6,7,Sun,2,1,9,9.0,0,50.00%,4.5,1.9,0,0,0,0,0,0,0,0,0,0,18,30
890,Jeff Smith,WR,NYJ,0.0,CIN,7,8,Sun,1,1,10,10.0,0,100.00%,10.0,1.9,0,0,0,0,0,1,-1,0,0,1,34,31
891,Freddie Swain,WR,SEA,0.0,LAR,5,5,Thu,3,1,9,9.0,0,33.30%,3.0,1.9,0,0,0,0,0,0,0,0,0,0,17,26
892,James Washington,WR,PIT,0.0,SEA,6,6,Sun,1,1,9,9.0,0,100.00%,9.0,1.9,0,0,0,0,0,0,0,0,0,1,23,20
893,Robby Anderson,WR,CAR,1.0,HOU,3,3,Thu,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,24,9
894,Tavon Austin,WR,JAX,1.0,CIN,4,4,Thu,3,1,8,8.0,0,33.30%,2.67,1.8,0,0,0,0,0,0,0,0,0,0,21,24
895,Christian Blake,WR,ATL,1.0,TAM,2,2,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,25,48
896,Quintez Cephus,WR,DET,0.0,BAL,3,3,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,17,19
897,Marquise Goodwin,WR,CHI,1.0,LVR,5,5,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,1,20,9
898,Marcus Johnson,WR,TEN,1.0,IND,8,8,Sun,5,1,8,8.0,0,20.00%,1.6,1.8,0,0,0,0,0,0,0,0,0,1,34,31
899,Marcus Kemp,WR,KAN,1.0,TEN,7,7,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,3,27
900,Isaiah McKenzie,WR,BUF,1.0,TEN,6,6,Mon,1,1,3,3.0,0,100.00%,3.0,1.8,0,0,0,0,0,1,5,0,0,0,31,34
901,Jakobi Meyers,WR,NWE,1.0,CAR,9,9,Sun,4,1,8,8.0,0,25.00%,2.0,1.8,0,0,0,0,0,0,0,0,0,1,24,6
902,Josh Palmer,WR,LAC,1.0,BAL,6,6,Sun,4,1,8,8.0,0,25.00%,2.0,1.8,0,0,0,0,0,0,0,0,0,0,6,34
903,Josh Reynolds,WR,TEN,1.0,JAX,5,5,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,1,37,19
904,Demarcus Robinson,WR,KAN,0.0,BUF,5,5,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,0,20,38
905,Tajae Sharpe,WR,ATL,1.0,TAM,2,2,Sun,2,1,8,8.0,0,50.00%,4.0,1.8,0,0,0,0,0,0,0,0,0,0,25,48
906,Darius Slayton,WR,NYG,0.0,ATL,3,3,Sun,1,1,8,8.0,0,100.00%,8.0,1.8,0,0,0,0,0,0,0,0,0,0,14,17
907,Kadarius Toney,WR,NYG,0.0,DEN,1,1,Sun,2,2,-2,-1.0,0,100.00%,-1.0,1.8,0,0,0,0,0,0,0,0,0,0,13,27
908,Tyler Boyd,WR,CIN,1.0,DET,6,6,Sun,3,1,7,7.0,0,33.30%,2.33,1.7,0,0,0,0,0,0,0,0,0,1,34,11
909,Noah Brown,WR,DAL,1.0,MIN,7,8,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,20,16
910,Nico Collins,WR,HOU,0.0,JAX,1,1,Sun,3,1,7,7.0,0,33.30%,2.33,1.7,0,0,0,0,0,0,0,0,0,1,37,21
911,Ashton Dulin,WR,IND,0.0,HOU,6,6,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,31,3
912,Penny Hart,WR,SEA,1.0,MIN,3,3,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,0,17,30
913,Adam Humphries,WR,WAS,1.0,BUF,3,3,Sun,4,1,7,7.0,0,25.00%,1.75,1.7,0,0,0,0,0,0,0,0,0,0,21,43
914,Collin Johnson,WR,NYG,0.0,CAR,7,7,Sun,2,1,7,7.0,0,50.00%,3.5,1.7,0,0,0,0,0,0,0,0,0,1,25,3
915,Dezmon Patmon,WR,IND,0.0,NYJ,9,9,Thu,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,45,30
916,Demarcus Robinson,WR,KAN,1.0,TEN,7,7,Sun,4,1,7,7.0,0,25.00%,1.75,1.7,0,0,0,0,0,0,0,0,0,0,3,27
917,Chester Rogers,WR,TEN,0.0,BUF,6,6,Mon,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,34,31
918,Mohamed Sanu,WR,SFO,1.0,DET,1,1,Sun,1,1,7,7.0,0,100.00%,7.0,1.7,0,0,0,0,0,0,0,0,0,1,41,33
919,Laviska Shenault Jr.,WR,JAX,0.0,DEN,2,2,Sun,7,2,-3,-1.5,0,28.60%,-0.43,1.7,0,0,0,0,0,1,0,0,0,0,13,23
920,Kadarius Toney,WR,NYG,0.0,LVR,9,9,Sun,1,1,9,9.0,0,100.00%,9.0,1.7,0,0,0,0,0,1,-2,0,0,1,23,16
921,Antoine Wesley,WR,ARI,0.0,GNB,8,8,Thu,3,1,7,7.0,0,33.30%,2.33,1.7,0,0,0,0,0,0,0,0,0,0,21,24
922,Brandon Aiyuk,WR,SFO,1.0,PHI,2,2,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,1,17,11
923,Odell Beckham Jr.,WR,CLE,0.0,PIT,8,8,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,10,15
924,Braxton Berrios,WR,NYJ,1.0,ATL,5,5,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,20,27
925,C.J. Board,WR,NYG,0.0,DEN,1,1,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,13,27
926,Miles Boykin,WR,BAL,0.0,LAC,6,6,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,34,6
927,Keelan Cole,WR,NYJ,1.0,NWE,6,7,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,13,54
928,Devin Duvernay,WR,BAL,1.0,LVR,1,1,Mon,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,1,0,27,33
929,Will Fuller,WR,MIA,0.0,IND,4,4,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,17,27
930,DeSean Jackson,WR,LAR,0.0,ARI,4,4,Sun,3,1,6,6.0,0,33.30%,2.0,1.6,0,0,0,0,0,0,0,0,0,0,20,37
931,DeSean Jackson,WR,LAR,1.0,NYG,6,6,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,38,11
932,Tyron Johnson,WR,JAX,1.0,HOU,1,1,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,21,37
933,Zay Jones,WR,LVR,0.0,CHI,5,5,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,9,20
934,Dax Milne,WR,WAS,0.0,NOR,5,5,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,22,33
935,Denzel Mims,WR,NYJ,1.0,NWE,6,7,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,13,54
936,Byron Pringle,WR,KAN,0.0,CLE,1,1,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,1,33,29
937,Tajae Sharpe,WR,ATL,1.0,NYG,3,3,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,17,14
938,Ihmir Smith-Marsette,WR,MIN,0.0,DAL,7,8,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,0,16,20
939,Willie Snead,WR,CAR,0.0,NWE,9,9,Sun,2,1,6,6.0,0,50.00%,3.0,1.6,0,0,0,0,0,0,0,0,0,0,6,24
940,Freddie Swain,WR,SEA,1.0,PIT,6,6,Sun,3,2,-4,-2.0,0,66.70%,-1.33,1.6,0,0,0,0,0,0,0,0,0,0,20,23
941,Nick Westbrook-Ikhine,WR,TEN,1.0,SEA,2,2,Sun,1,1,6,6.0,0,100.00%,6.0,1.6,0,0,0,0,0,0,0,0,0,1,33,30
942,Tavon Austin,WR,JAX,1.0,SEA,7,8,Sun,3,1,5,5.0,0,33.30%,1.67,1.5,0,0,0,0,0,0,0,0,0,0,7,31
943,Cole Beasley,WR,BUF,1.0,KAN,5,5,Sun,2,1,5,5.0,0,50.00%,2.5,1.5,0,0,0,0,0,0,0,0,0,1,38,20
944,Keke Coutee,WR,IND,1.0,SFO,7,7,Sun,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,1,30,18
945,KJ Hamler,WR,DEN,1.0,JAX,2,2,Sun,3,1,5,5.0,0,33.30%,1.67,1.5,0,0,0,0,0,0,0,0,0,1,23,13
946,Tyler Johnson,WR,TAM,0.0,ATL,2,2,Sun,2,1,5,5.0,0,50.00%,2.5,1.5,0,0,0,0,0,0,0,0,0,1,48,25
947,Zay Jones,WR,LVR,1.0,LAC,4,4,Mon,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,0,14,28
948,Christian Kirk,WR,ARI,1.0,LAR,4,4,Sun,1,1,5,5.0,0,100.00%,5.0,1.5,0,0,0,0,0,0,0,0,0,1,37,20
949,Mohamed Sanu,WR,SFO,0.0,ARI,8,9,Sun,3,1,5,5.0,0,33.30%,1.67,1.5,0,0,0,0,0,0,0,0,0,0,17,31
950,Mike Thomas,WR,CIN,0.0,MIN,1,1,Sun,3,1,5,5.0,0,33.30%,1.67,1.5,0,0,0,0,0,0,0,0,0,1,27,24
951,Preston Williams,WR,MIA,0.0,ATL,7,7,Sun,4,1,5,5.0,0,25.00%,1.25,1.5,0,0,0,0,0,0,0,0,0,0,28,30
952,Bryan Edwards,WR,LVR,1.0,LAC,4,4,Mon,4,1,4,4.0,0,25.00%,1.0,1.4,0,0,0,0,0,0,0,0,0,0,14,28
953,Ty Montgomery,WR,NOR,0.0,TAM,7,8,Sun,2,1,4,4.0,0,50.00%,2.0,1.4,0,0,0,0,0,0,0,0,0,1,36,27
954,Chris Moore,WR,HOU,1.0,MIA,9,9,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,9,17
955,Donovan Peoples-Jones,WR,CLE,1.0,KAN,1,1,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,0,29,33
956,Donovan Peoples-Jones,WR,CLE,0.0,HOU,2,2,Sun,1,1,14,14.0,0,100.00%,14.0,1.4,0,0,0,0,0,0,0,0,1,1,31,21
957,James Washington,WR,PIT,1.0,CLE,7,8,Sun,1,1,4,4.0,0,100.00%,4.0,1.4,0,0,0,0,0,0,0,0,0,1,15,10
958,Phillip Dorsett,WR,SEA,1.0,PIT,6,6,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,20,23
959,Isaiah Ford,WR,MIA,1.0,TAM,5,5,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,17,45
960,KhaDarel Hodge,WR,DET,1.0,LAR,7,7,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,19,28
961,Anthony Miller,WR,HOU,1.0,BUF,4,4,Sun,5,1,3,3.0,0,20.00%,0.6,1.3,0,0,0,0,0,0,0,0,0,0,0,40
962,Ty Montgomery,WR,NOR,1.0,CAR,2,2,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,7,26
963,Willie Snead,WR,LVR,0.0,CHI,5,5,Sun,1,1,3,3.0,0,100.00%,3.0,1.3,0,0,0,0,0,0,0,0,0,0,9,20
964,Equanimeous St. Brown,WR,GNB,0.0,WAS,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,1.3,0,0,0,0,0,1,13,0,0,1,24,10
965,Robby Anderson,WR,CAR,0.0,NWE,9,9,Sun,3,1,2,2.0,0,33.30%,0.67,1.2,0,0,0,0,0,0,0,0,0,0,6,24
966,Terrace Marshall Jr.,WR,CAR,1.0,DAL,4,4,Sun,3,1,2,2.0,0,33.30%,0.67,1.2,0,0,0,0,0,0,0,0,0,0,28,36
967,Ray-Ray McCloud,WR,PIT,1.0,GNB,4,4,Sun,1,1,2,2.0,0,100.00%,2.0,1.2,0,0,0,0,0,0,0,0,0,0,17,27
968,Ray-Ray McCloud,WR,PIT,0.0,CHI,8,9,Mon,1,1,12,12.0,0,100.00%,12.0,1.2,0,0,0,0,0,0,0,0,1,1,29,27
969,Demarcus Robinson,WR,KAN,0.0,GNB,9,9,Sun,1,1,2,2.0,0,100.00%,2.0,1.2,0,0,0,0,0,0,0,0,0,1,13,7
970,Amon-Ra St. Brown,WR,DET,0.0,BAL,3,3,Sun,1,1,2,2.0,0,100.00%,2.0,1.2,0,0,0,0,0,0,0,0,0,0,17,19
971,Preston Williams,WR,MIA,0.0,BUF,2,2,Sun,3,1,2,2.0,0,33.30%,0.67,1.2,0,0,0,0,0,0,0,0,0,0,0,35
972,Jaelon Darden,WR,TAM,0.0,CHI,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,1.1,0,0,0,0,0,1,11,0,0,1,38,3
973,Ray-Ray McCloud,WR,PIT,0.0,DEN,5,5,Sun,2,1,1,1.0,0,50.00%,0.5,1.1,0,0,0,0,0,0,0,0,0,1,27,19
974,Isaiah McKenzie,WR,BUF,1.0,MIA,2,2,Sun,2,1,1,1.0,0,50.00%,0.5,1.1,0,0,0,0,0,0,0,0,0,1,35,0
975,Jaelon Darden,WR,TAM,1.0,LAR,3,3,Sun,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,0,24,34
976,Equanimeous St. Brown,WR,GNB,0.0,DET,2,2,Mon,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,1,35,17
977,Mike Thomas,WR,CIN,0.0,JAX,4,4,Thu,1,1,0,0.0,0,100.00%,0.0,1.0,0,0,0,0,0,0,0,0,0,1,24,21
978,Dyami Brown,WR,WAS,0.0,LAC,1,1,Sun,4,1,-2,-2.0,0,25.00%,-0.5,0.8,0,0,0,0,0,0,0,0,0,0,16,20
979,Rashard Higgins,WR,CLE,0.0,DEN,7,7,Thu,2,1,-2,-2.0,0,50.00%,-1.0,0.8,0,0,0,0,0,0,0,0,0,1,17,14
980,Curtis Samuel,WR,WAS,0.0,NOR,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.8,0,0,0,0,0,1,8,0,0,0,22,33
981,Shi Smith,WR,CAR,1.0,ATL,8,8,Sun,1,1,-2,-2.0,0,100.00%,-2.0,0.8,0,0,0,0,0,0,0,0,0,1,19,13
982,Elijah Moore,WR,NYJ,1.0,CAR,1,1,Sun,4,1,-3,-3.0,0,25.00%,-0.75,0.7,0,0,0,0,0,0,0,0,0,0,14,19
983,Diontae Spencer,WR,DEN,0.0,NYJ,3,3,Sun,1,1,-3,-3.0,0,100.00%,-3.0,0.7,0,0,0,0,0,0,0,0,0,1,26,0
984,Adam Humphries,WR,WAS,0.0,KAN,6,6,Sun,2,1,-4,-4.0,0,50.00%,-2.0,0.6,0,0,0,0,0,0,0,0,0,0,13,31
985,JuJu Smith-Schuster,WR,PIT,0.0,DEN,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.6,0,0,0,0,0,2,6,0,0,1,27,19
986,Marcus Johnson,WR,TEN,0.0,KAN,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,1,5,0,0,1,27,3
987,Freddie Swain,WR,SEA,1.0,IND,1,1,Sun,1,0,0,0.0,0,0.00%,0.0,0.5,0,0,0,0,0,1,5,0,0,1,28,16
988,Ty Montgomery,WR,NOR,1.0,SEA,6,7,Mon,1,0,0,0.0,0,0.00%,0.0,0.4,0,0,0,0,0,1,4,0,0,1,13,10
989,Jalen Reagor,WR,PHI,0.0,LAC,9,9,Sun,1,1,-6,-6.0,0,100.00%,-6.0,0.4,0,0,0,0,0,0,0,0,0,0,24,27
990,A.J. Brown,WR,TEN,0.0,IND,3,3,Sun,2,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,1,3,0,0,1,25,16
991,Jalen Guyton,WR,LAC,1.0,KAN,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.3,0,0,0,0,0,1,3,0,1,1,30,24
992,Marquise Goodwin,WR,CHI,0.0,DET,4,4,Sun,2,0,0,0.0,0,0.00%,0.0,0.1,0,0,0,0,0,1,1,0,0,1,24,14
993,Geronimo Allison,WR,DET,1.0,LAR,7,7,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,28
994,Robby Anderson,WR,CAR,1.0,ATL,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,13
995,Tavon Austin,WR,JAX,0.0,MIA,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,23,20
996,Travis Benjamin,WR,SFO,1.0,ARI,5,5,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,17
997,Trinity Benson,WR,DET,0.0,BAL,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,19
998,Trinity Benson,WR,DET,1.0,MIN,5,5,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,17,19
999,John Brown,WR,DEN,1.0,CLE,7,7,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,17
1000,Noah Brown,WR,DAL,0.0,DEN,8,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,30
1001,Damiere Byrd,WR,CHI,0.0,GNB,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,24
1002,DeAndre Carter,WR,WAS,0.0,KAN,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,31
1003,Tyrie Cleveland,WR,DEN,1.0,CLE,7,7,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,17
1004,Randall Cobb,WR,GNB,1.0,SFO,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,30,28
1005,Chris Conley,WR,HOU,0.0,CAR,3,3,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,24
1006,Chris Conley,WR,HOU,1.0,BUF,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,40
1007,Gabriel Davis,WR,BUF,0.0,HOU,4,4,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,40,0
1008,Gabriel Davis,WR,BUF,1.0,JAX,8,9,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,9
1009,Phillip Dorsett,WR,JAX,0.0,ARI,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,31
1010,Ashton Dulin,WR,IND,0.0,TEN,8,8,Sun,4,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,34
1011,Bryan Edwards,WR,LVR,1.0,NYG,8,9,Sun,4,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,16,23
1012,Isaiah Ford,WR,MIA,1.0,JAX,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,23
1013,Isaiah Ford,WR,MIA,1.0,BUF,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,26
1014,Russell Gage,WR,ATL,0.0,PHI,1,1,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,32
1015,Kenny Golladay,WR,NYG,1.0,DAL,5,5,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,44
1016,Marquise Goodwin,WR,CHI,1.0,CLE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,26
1017,Josh Gordon,WR,KAN,1.0,TEN,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,3,27
1018,Josh Gordon,WR,KAN,0.0,NYG,8,8,Mon,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,20,17
1019,Josh Gordon,WR,KAN,0.0,GNB,9,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,13,7
1020,Jakeem Grant,WR,MIA,0.0,BUF,2,2,Sun,1,1,0,0.0,0,100.00%,0.0,0.0,0,0,0,0,0,0,0,0,1,0,0,35
1021,Penny Hart,WR,SEA,0.0,NOR,7,7,Mon,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,10,13
1022,Rashard Higgins,WR,CLE,0.0,ARI,6,6,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,14,37
1023,KhaDarel Hodge,WR,DET,0.0,PHI,8,8,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,44
1024,Chris Hogan,WR,NOR,1.0,NWE,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,28,13
1025,Chris Hogan,WR,NOR,1.0,WAS,5,5,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,33,22
1026,Mack Hollins,WR,MIA,1.0,BUF,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,11,26
1027,DeSean Jackson,WR,LAR,0.0,DET,7,7,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,28,19
1028,Jauan Jennings,WR,SFO,0.0,IND,6,7,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,18,30
1029,Jauan Jennings,WR,SFO,1.0,CHI,7,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,33,22
1030,Collin Johnson,WR,NYG,1.0,DAL,5,5,Sun,3,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,44
1031,Marcus Johnson,WR,TEN,0.0,BUF,6,6,Mon,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,34,31
1032,Tyler Johnson,WR,TAM,0.0,DAL,1,1,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,31,29
1033,Tyler Johnson,WR,TAM,1.0,NWE,4,4,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,17
1034,Tyron Johnson,WR,JAX,0.0,DEN,2,2,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,23
1035,Tyron Johnson,WR,JAX,1.0,CIN,4,4,Thu,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,21,24
1036,Marcus Kemp,WR,KAN,0.0,LAC,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,30
1037,Tom Kennedy,WR,DET,0.0,PHI,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,44
1038,Keith Kirkwood,WR,CAR,1.0,ATL,8,8,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,19,13
1039,Jake Kumerow,WR,BUF,1.0,MIA,2,2,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,35,0
1040,Jake Kumerow,WR,BUF,1.0,TEN,6,6,Mon,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,31,34
1041,Terrace Marshall Jr.,WR,CAR,0.0,NWE,9,9,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,6,24
1042,Racey McMath,WR,TEN,0.0,IND,3,3,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,25,16
1043,Dax Milne,WR,WAS,0.0,KAN,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,13,31
1044,David Moore,WR,DEN,1.0,PIT,5,5,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,19,27
1045,Elijah Moore,WR,NYJ,1.0,ATL,5,5,Sun,2,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,0,20,27
1046,Zach Pascal,WR,IND,0.0,HOU,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,31,3
1047,James Proche,WR,BAL,0.0,LAC,6,6,Sun,1,0,0,0.0,0,0.00%,0.0,0.0,0,0,0,0,0,0,0,0,0,1,34,6
