,player,pos,team,opp_home,opp,game,week,day,rec_tgt,rec,rec_yds,rec_ydr,rec_td,rec_pct,rec_ydtgt,dk_pt,pass_cmp,pass_att,pass_yds,pass_td,pass_int,rush_att,rush_yds,rush_td,fmb,team_win,team_score,opp_score
0,Mark Andrews,TE,BAL,0.0,IND,5,5,Mon,13,11,147,13.36,2,84.60%,11.31,44.7,0,0,0,0,0,0,0,0,0,1,31,25
1,David Njoku,TE,CLE,1.0,LAC,5,5,Sun,7,7,149,21.29,1,100.00%,21.29,30.9,0,0,0,0,0,0,0,0,0,0,42,47
2,Kyle Pitts,TE,ATL,0.0,NYJ,5,5,Sun,10,9,119,13.22,1,90.00%,11.9,29.9,0,0,0,0,0,0,0,0,0,1,27,20
3,Darren Waller,TE,LVR,0.0,BAL,1,1,Mon,19,10,105,10.5,1,52.60%,5.53,29.5,0,0,0,0,0,0,0,0,0,1,33,27
4,Rob Gronkowski,TE,TAM,0.0,DAL,1,1,Thu,8,8,90,11.25,2,100.00%,11.25,29.0,0,0,0,0,0,0,0,0,0,1,31,29
5,Travis Kelce,TE,KAN,1.0,BAL,2,2,Sun,8,7,109,15.57,1,87.50%,13.63,26.9,0,0,0,0,0,0,0,0,0,0,35,36
6,C.J. Uzomah,TE,CIN,0.0,JAX,4,4,Thu,6,5,95,19.0,2,83.30%,15.83,26.5,0,0,0,0,0,0,0,0,0,1,24,21
7,Kyle Pitts,TE,ATL,1.0,MIA,6,7,Sun,8,7,163,23.29,0,87.50%,20.38,26.3,0,0,0,0,0,0,0,0,0,1,30,28
8,Dalton Schultz,TE,DAL,0.0,PHI,3,3,Mon,7,6,80,13.33,2,85.70%,11.43,26.0,0,0,0,0,0,0,0,0,0,1,41,21
9,T.J. Hockenson,TE,DET,0.0,SFO,1,1,Sun,11,8,97,12.13,1,72.70%,8.82,25.7,0,0,0,0,0,0,0,0,0,0,33,41
10,Travis Kelce,TE,KAN,0.0,CLE,1,1,Sun,7,6,76,12.67,2,85.70%,10.86,25.6,0,0,0,0,0,0,0,0,0,1,33,29
11,Noah Fant,TE,DEN,0.0,LVR,6,6,Sun,11,9,97,10.78,1,81.80%,8.82,24.7,0,0,0,0,0,0,0,0,0,0,24,34
12,George Kittle,TE,SFO,0.0,ARI,8,9,Sun,8,6,101,16.83,1,75.00%,12.63,24.1,0,0,0,0,0,0,0,0,1,0,17,31
13,C.J. Uzomah,TE,CIN,1.0,BAL,7,7,Sun,3,3,91,30.33,2,100.00%,30.33,24.1,0,0,0,0,0,0,0,0,0,1,41,17
14,Dawson Knox,TE,BUF,1.0,KAN,5,5,Sun,4,3,117,39.0,1,75.00%,29.25,23.7,0,0,0,0,0,0,0,0,0,1,38,20
15,Mike Gesicki,TE,MIA,1.0,JAX,6,6,Sun,9,8,115,14.38,0,88.90%,12.78,22.5,0,0,0,0,0,0,0,0,0,0,20,23
16,Mike Gesicki,TE,MIA,0.0,ATL,7,7,Sun,8,7,85,12.14,1,87.50%,10.63,21.5,0,0,0,0,0,0,0,0,0,0,28,30
17,Pat Freiermuth,TE,PIT,0.0,CHI,8,9,Mon,6,5,43,8.6,2,83.30%,7.17,21.3,0,0,0,0,0,0,0,0,0,1,29,27
18,Dawson Knox,TE,BUF,0.0,HOU,4,4,Sun,8,5,37,7.4,2,62.50%,4.63,20.7,0,0,0,0,0,0,0,0,0,1,40,0
19,T.J. Hockenson,TE,DET,1.0,GNB,2,2,Mon,9,8,66,8.25,1,88.90%,7.33,20.6,0,0,0,0,0,0,0,0,0,0,17,35
20,Travis Kelce,TE,KAN,0.0,LAC,3,3,Sun,11,7,104,14.86,0,63.60%,9.45,20.4,0,0,0,0,0,0,0,0,0,0,24,30
21,Tyler Conklin,TE,MIN,0.0,SEA,3,3,Sun,8,7,70,10.0,1,87.50%,8.75,20.0,0,0,0,0,0,0,0,0,0,1,30,17
22,Rob Gronkowski,TE,TAM,0.0,ATL,2,2,Sun,5,4,39,9.75,2,80.00%,7.8,19.9,0,0,0,0,0,0,0,0,0,1,48,25
23,Hunter Henry,TE,NWE,1.0,HOU,5,5,Sun,8,6,75,12.5,1,75.00%,9.38,19.5,0,0,0,0,0,0,0,0,0,1,25,22
24,Mo Alie-Cox,TE,IND,1.0,MIA,4,4,Sun,5,3,42,14.0,2,60.00%,8.4,19.2,0,0,0,0,0,0,0,0,0,1,27,17
25,Jared Cook,TE,LAC,0.0,LVR,4,4,Mon,7,6,70,11.67,1,85.70%,10.0,19.0,0,0,0,0,0,0,0,0,0,1,28,14
26,Mark Andrews,TE,BAL,1.0,DET,3,3,Sun,7,5,109,21.8,0,71.40%,15.57,18.9,0,0,0,0,0,0,0,0,0,1,19,17
27,T.J. Hockenson,TE,DET,0.0,PHI,8,8,Sun,11,10,89,8.9,0,90.90%,8.09,18.9,0,0,0,0,0,0,0,0,0,0,6,44
28,Mike Gesicki,TE,MIA,1.0,LVR,3,3,Sun,12,10,86,8.6,0,83.30%,7.17,18.6,0,0,0,0,0,0,0,0,0,0,28,31
29,Foster Moreau,TE,LVR,0.0,PHI,7,7,Sun,6,6,60,10.0,1,100.00%,10.0,18.0,0,0,0,0,0,0,0,0,0,1,33,22
30,Travis Kelce,TE,KAN,1.0,WAS,6,6,Sun,11,8,99,12.38,0,72.70%,9.0,17.9,0,0,0,0,0,0,0,0,0,1,31,13
31,Mark Andrews,TE,BAL,0.0,LAC,6,6,Sun,6,5,68,13.6,1,83.30%,11.33,17.8,0,0,0,0,0,0,0,0,0,1,34,6
32,Travis Kelce,TE,KAN,0.0,GNB,9,9,Sun,8,5,68,13.6,1,62.50%,8.5,17.8,0,0,0,0,0,0,0,0,0,1,13,7
33,Dalton Schultz,TE,DAL,0.0,CAR,4,4,Sun,8,6,58,9.67,1,75.00%,7.25,17.8,0,0,0,0,0,0,0,0,0,1,36,28
34,Travis Kelce,TE,KAN,0.0,BUF,5,5,Sun,10,6,57,9.5,1,60.00%,5.7,17.7,0,0,0,0,0,0,0,0,0,0,20,38
35,Maxx Williams,TE,ARI,1.0,LAR,4,4,Sun,5,5,66,13.2,1,100.00%,13.2,17.6,0,0,0,0,0,0,0,0,0,1,37,20
36,Juwan Johnson,TE,NOR,0.0,GNB,1,1,Sun,3,3,21,7.0,2,100.00%,7.0,17.1,0,0,0,0,0,0,0,0,0,1,38,3
37,George Kittle,TE,SFO,0.0,GNB,3,3,Sun,9,7,92,13.14,0,77.80%,10.22,17.1,0,0,0,0,0,1,9,0,0,0,28,30
38,O.J. Howard,TE,TAM,1.0,PHI,6,6,Thu,7,6,49,8.17,1,85.70%,7.0,16.9,0,0,0,0,0,0,0,0,0,1,28,22
39,Mike Gesicki,TE,MIA,0.0,IND,4,4,Sun,6,5,57,11.4,1,83.30%,9.5,16.7,0,0,0,0,0,0,0,0,0,0,17,27
40,Noah Fant,TE,DEN,0.0,BAL,4,4,Sun,10,6,46,7.67,1,60.00%,4.6,16.6,0,0,0,0,0,0,0,0,0,0,7,23
41,Dallas Goedert,TE,PHI,0.0,KAN,4,4,Sun,5,5,56,11.2,1,100.00%,11.2,16.6,0,0,0,0,0,0,0,0,1,0,30,42
42,Maxx Williams,TE,ARI,0.0,MIN,2,2,Sun,7,7,94,13.43,0,100.00%,13.43,16.4,0,0,0,0,0,0,0,0,0,1,34,33
43,Robert Tonyan,TE,GNB,0.0,WAS,7,7,Sun,5,4,63,15.75,1,80.00%,12.6,16.3,0,0,0,0,0,0,0,0,0,1,24,10
44,Darren Waller,TE,LVR,1.0,NYG,8,9,Sun,11,7,92,13.14,0,63.60%,8.36,16.2,0,0,0,0,0,0,0,0,0,0,16,23
45,Zach Ertz,TE,ARI,0.0,HOU,7,7,Sun,5,3,66,22.0,1,60.00%,13.2,16.0,0,0,0,0,0,1,4,0,0,1,31,5
46,Ricky Seals-Jones,TE,WAS,0.0,KAN,6,6,Sun,6,4,58,14.5,1,66.70%,9.67,15.8,0,0,0,0,0,0,0,0,0,0,13,31
47,T.J. Hockenson,TE,DET,0.0,CIN,6,6,Sun,11,8,74,9.25,0,72.70%,6.73,15.4,0,0,0,0,0,0,0,0,0,0,11,34
48,Zach Ertz,TE,PHI,1.0,DAL,3,3,Mon,7,4,53,13.25,1,57.10%,7.57,15.3,0,0,0,0,0,0,0,0,0,0,21,41
49,Tyler Higbee,TE,LAR,0.0,TAM,3,3,Sun,5,5,40,8.0,1,100.00%,8.0,15.0,0,0,0,0,0,0,0,0,1,1,34,24
50,Darren Waller,TE,LVR,1.0,LAC,4,4,Mon,7,4,50,12.5,1,57.10%,7.14,15.0,0,0,0,0,0,0,0,0,0,0,14,28
51,Dawson Knox,TE,BUF,0.0,WAS,3,3,Sun,5,4,49,12.25,1,80.00%,9.8,14.9,0,0,0,0,0,0,0,0,0,1,43,21
52,Dan Arnold,TE,JAX,1.0,SEA,7,8,Sun,10,8,68,8.5,0,80.00%,6.8,14.8,0,0,0,0,0,0,0,0,0,0,7,31
53,Cole Kmet,TE,CHI,1.0,PIT,9,9,Mon,8,6,87,14.5,0,75.00%,10.88,14.7,0,0,0,0,0,0,0,0,0,0,27,29
54,Pat Freiermuth,TE,PIT,1.0,CLE,7,8,Sun,7,4,44,11.0,1,57.10%,6.29,14.4,0,0,0,0,0,0,0,0,0,1,15,10
55,Dallas Goedert,TE,PHI,1.0,ATL,1,1,Sun,5,4,42,10.5,1,80.00%,8.4,14.2,0,0,0,0,0,0,0,0,0,1,32,6
56,Robert Tonyan,TE,GNB,0.0,DET,2,2,Mon,3,3,52,17.33,1,100.00%,17.33,14.2,0,0,0,0,0,0,0,0,0,1,35,17
57,Stephen Anderson,TE,LAC,1.0,PHI,8,9,Sun,4,4,39,9.75,1,100.00%,9.75,13.9,0,0,0,0,0,0,0,0,0,1,27,24
58,Dalton Schultz,TE,DAL,0.0,NYG,5,5,Sun,8,6,79,13.17,0,75.00%,9.88,13.9,0,0,0,0,0,0,0,0,0,1,44,20
59,Travis Kelce,TE,KAN,1.0,TEN,7,7,Sun,12,7,65,9.29,0,58.30%,5.42,13.5,0,0,0,0,0,0,0,0,0,0,3,27
60,Jack Doyle,TE,IND,0.0,LAR,2,2,Sun,8,5,64,12.8,0,62.50%,8.0,13.4,0,0,0,0,0,0,0,0,0,0,24,27
61,Noah Fant,TE,DEN,1.0,JAX,2,2,Sun,6,4,33,8.25,1,66.70%,5.5,13.3,0,0,0,0,0,0,0,0,0,1,23,13
62,Dallas Goedert,TE,PHI,1.0,DET,8,8,Sun,7,6,72,12.0,0,85.70%,10.29,13.2,0,0,0,0,0,0,0,0,0,1,44,6
63,Hunter Henry,TE,NWE,0.0,TAM,4,4,Sun,5,4,32,8.0,1,80.00%,6.4,13.2,0,0,0,0,0,0,0,0,0,0,17,19
64,Logan Thomas,TE,WAS,1.0,BUF,3,3,Sun,4,4,42,10.5,1,100.00%,10.5,13.2,0,0,0,0,0,0,0,0,1,0,21,43
65,Brevin Jordan,TE,HOU,0.0,LAR,8,8,Sun,4,3,41,13.67,1,75.00%,10.25,13.1,0,0,0,0,0,0,0,0,0,0,22,38
66,Hayden Hurst,TE,ATL,0.0,NYJ,5,5,Sun,5,4,40,10.0,1,80.00%,8.0,13.0,0,0,0,0,0,0,0,0,2,1,27,20
67,Zach Ertz,TE,PHI,0.0,TAM,6,6,Thu,6,4,29,7.25,1,66.70%,4.83,12.9,0,0,0,0,0,0,0,0,0,0,22,28
68,Donald Parham,TE,LAC,1.0,PHI,8,9,Sun,3,3,39,13.0,1,100.00%,13.0,12.9,0,0,0,0,0,0,0,0,0,1,27,24
69,Donald Parham,TE,LAC,0.0,CLE,5,5,Sun,2,2,29,14.5,1,100.00%,14.5,12.9,0,0,0,0,0,0,0,0,0,1,47,42
70,Dalton Schultz,TE,DAL,1.0,NWE,6,6,Sun,6,5,79,15.8,0,83.30%,13.17,12.9,0,0,0,0,0,0,0,0,0,1,35,29
71,Geoff Swaim,TE,TEN,1.0,LAR,9,9,Sun,4,4,29,7.25,1,100.00%,7.25,12.9,0,0,0,0,0,0,0,0,0,1,28,16
72,Evan Engram,TE,NYG,0.0,LVR,9,9,Sun,3,3,38,12.67,1,100.00%,12.67,12.8,0,0,0,0,0,0,0,0,0,1,23,16
73,Pat Freiermuth,TE,PIT,0.0,SEA,6,6,Sun,7,7,58,8.29,0,100.00%,8.29,12.8,0,0,0,0,0,0,0,0,0,1,23,20
74,Ryan Griffin,TE,NYJ,1.0,IND,8,9,Thu,7,4,28,7.0,1,57.10%,4.0,12.8,0,0,0,0,0,0,0,0,0,0,30,45
75,Jesse James,TE,CHI,0.0,SFO,8,8,Sun,3,3,38,12.67,1,100.00%,12.67,12.8,0,0,0,0,0,0,0,0,0,0,22,33
76,Jared Cook,TE,LAC,1.0,BAL,6,6,Sun,7,4,25,6.25,1,57.10%,3.57,12.5,0,0,0,0,0,0,0,0,0,0,6,34
77,Kyle Pitts,TE,ATL,1.0,TAM,2,2,Sun,6,5,73,14.6,0,83.30%,12.17,12.3,0,0,0,0,0,0,0,0,0,0,25,48
78,Geoff Swaim,TE,TEN,1.0,IND,8,8,Sun,5,4,23,5.75,1,80.00%,4.6,12.3,0,0,0,0,0,0,0,0,0,1,34,31
79,Noah Fant,TE,DEN,1.0,NYG,1,1,Sun,8,6,62,10.33,0,75.00%,7.75,12.2,0,0,0,0,0,0,0,0,0,1,27,13
80,Zach Ertz,TE,PHI,0.0,KAN,4,4,Sun,8,6,60,10.0,0,75.00%,7.5,12.0,0,0,0,0,0,0,0,0,0,0,30,42
81,Dallas Goedert,TE,PHI,1.0,LVR,7,7,Sun,5,3,70,23.33,0,60.00%,14.0,12.0,0,0,0,0,0,0,0,0,0,0,22,33
82,Logan Thomas,TE,WAS,0.0,LAC,1,1,Sun,3,3,30,10.0,1,100.00%,10.0,12.0,0,0,0,0,0,0,0,0,0,0,16,20
83,Tyler Higbee,TE,LAR,0.0,CHI,1,1,Sun,6,5,68,13.6,0,83.30%,11.33,11.8,0,0,0,0,0,0,0,0,0,1,34,14
84,George Kittle,TE,SFO,1.0,DET,1,1,Sun,5,4,78,19.5,0,80.00%,15.6,11.8,0,0,0,0,0,0,0,0,0,1,41,33
85,Mark Andrews,TE,BAL,1.0,DEN,4,4,Sun,8,5,67,13.4,0,62.50%,8.38,11.7,0,0,0,0,0,0,0,0,0,1,23,7
86,Mo Alie-Cox,TE,IND,1.0,SFO,7,7,Sun,3,3,25,8.33,1,100.00%,8.33,11.5,0,0,0,0,0,0,0,0,0,1,30,18
87,Darren Waller,TE,LVR,1.0,PIT,2,2,Sun,7,5,65,13.0,0,71.40%,9.29,11.5,0,0,0,0,0,0,0,0,0,1,26,17
88,Dan Arnold,TE,JAX,0.0,TEN,5,5,Sun,8,6,64,10.67,0,75.00%,8.0,11.4,0,0,0,0,0,0,0,0,1,0,19,37
89,Foster Moreau,TE,LVR,1.0,PIT,2,2,Sun,3,2,34,17.0,1,66.70%,11.33,11.4,0,0,0,0,0,0,0,0,0,1,26,17
90,Pat Freiermuth,TE,PIT,0.0,CIN,3,3,Sun,5,3,22,7.33,1,60.00%,4.4,11.2,0,0,0,0,0,0,0,0,0,0,10,24
91,Ricky Seals-Jones,TE,WAS,1.0,GNB,7,7,Sun,7,6,51,8.5,0,85.70%,7.29,11.1,0,0,0,0,0,0,0,0,0,0,10,24
92,Durham Smythe,TE,MIA,1.0,JAX,6,6,Sun,6,5,59,11.8,0,83.30%,9.83,10.9,0,0,0,0,0,0,0,0,0,0,20,23
93,Darren Waller,TE,LVR,1.0,DEN,6,6,Sun,5,5,59,11.8,0,100.00%,11.8,10.9,0,0,0,0,0,0,0,0,0,1,34,24
94,Jared Cook,TE,LAC,1.0,PHI,8,9,Sun,4,4,48,12.0,0,100.00%,12.0,10.8,0,0,0,0,0,0,0,0,0,1,27,24
95,T.J. Hockenson,TE,DET,1.0,LAR,7,7,Sun,9,6,48,8.0,0,66.70%,5.33,10.8,0,0,0,0,0,0,0,0,0,0,19,28
96,James O'Shaughnessy,TE,JAX,1.0,HOU,1,1,Sun,8,6,48,8.0,0,75.00%,6.0,10.8,0,0,0,0,0,0,0,0,0,0,21,37
97,Mark Andrews,TE,BAL,0.0,KAN,2,2,Sun,5,5,57,11.4,0,100.00%,11.4,10.7,0,0,0,0,0,0,0,0,0,1,36,35
98,Pharaoh Brown,TE,HOU,0.0,JAX,1,1,Sun,5,4,67,16.75,0,80.00%,13.4,10.7,0,0,0,0,0,0,0,0,0,1,37,21
99,Tyler Conklin,TE,MIN,0.0,DAL,7,8,Sun,7,5,57,11.4,0,71.40%,8.14,10.7,0,0,0,0,0,0,0,0,0,0,16,20
100,MyCole Pruitt,TE,TEN,0.0,KAN,7,7,Sun,3,2,27,13.5,1,66.70%,9.0,10.7,0,0,0,0,0,0,0,0,0,1,27,3
101,Tommy Tremble,TE,CAR,1.0,HOU,3,3,Thu,1,1,30,30.0,0,100.00%,30.0,10.7,0,0,0,0,0,1,7,1,0,1,24,9
102,Jared Cook,TE,LAC,1.0,WAS,1,1,Sun,8,5,56,11.2,0,62.50%,7.0,10.6,0,0,0,0,0,0,0,0,0,1,20,16
103,David Njoku,TE,CLE,1.0,KAN,1,1,Sun,5,3,76,25.33,0,60.00%,15.2,10.6,0,0,0,0,0,0,0,0,0,0,29,33
104,Evan Engram,TE,NYG,1.0,KAN,8,8,Mon,4,3,15,5.0,1,75.00%,3.75,10.5,0,0,0,0,0,0,0,0,0,0,17,20
105,Hunter Henry,TE,NWE,0.0,DAL,6,6,Sun,2,2,25,12.5,1,100.00%,12.5,10.5,0,0,0,0,0,0,0,0,0,0,29,35
106,Dalton Schultz,TE,DAL,1.0,TAM,1,1,Thu,6,6,45,7.5,0,100.00%,7.5,10.5,0,0,0,0,0,0,0,0,0,0,29,31
107,C.J. Uzomah,TE,CIN,1.0,DET,6,6,Sun,3,3,15,5.0,1,100.00%,5.0,10.5,0,0,0,0,0,0,0,0,0,1,34,11
108,Evan Engram,TE,NYG,0.0,CAR,7,7,Sun,8,6,44,7.33,0,75.00%,5.5,10.4,0,0,0,0,0,0,0,0,0,1,25,3
109,Gerald Everett,TE,SEA,1.0,MIN,3,3,Sun,5,5,54,10.8,0,100.00%,10.8,10.4,0,0,0,0,0,0,0,0,0,0,17,30
110,Jonnu Smith,TE,NWE,0.0,TAM,4,4,Sun,5,3,14,4.67,1,60.00%,2.8,10.4,0,0,0,0,0,0,0,0,0,0,17,19
111,Darren Waller,TE,LVR,0.0,MIA,3,3,Sun,7,5,54,10.8,0,71.40%,7.71,10.4,0,0,0,0,0,0,0,0,0,1,31,28
112,Jordan Akins,TE,HOU,0.0,LAR,8,8,Sun,5,5,53,10.6,0,100.00%,10.6,10.3,0,0,0,0,0,0,0,0,0,0,22,38
113,Hunter Henry,TE,NWE,0.0,NYJ,7,7,Sun,4,2,23,11.5,1,50.00%,5.75,10.3,0,0,0,0,0,0,0,0,0,1,54,13
114,Tyler Conklin,TE,MIN,1.0,CAR,6,6,Sun,5,3,71,23.67,0,60.00%,14.2,10.1,0,0,0,0,0,0,0,0,0,1,34,28
115,Tyler Higbee,TE,LAR,0.0,TEN,9,9,Sun,10,5,51,10.2,0,50.00%,5.1,10.1,0,0,0,0,0,0,0,0,0,0,16,28
116,Dan Arnold,TE,JAX,0.0,BUF,8,9,Sun,7,4,60,15.0,0,57.10%,8.57,10.0,0,0,0,0,0,0,0,0,0,1,9,6
117,Gerald Everett,TE,SEA,1.0,IND,1,1,Sun,2,2,20,10.0,1,100.00%,10.0,10.0,0,0,0,0,0,0,0,0,0,1,28,16
118,Juwan Johnson,TE,NOR,0.0,NYG,4,4,Sun,3,2,20,10.0,1,66.70%,6.67,10.0,0,0,0,0,0,0,0,0,0,0,21,27
119,Tyler Kroft,TE,NYJ,0.0,CIN,7,8,Sun,2,2,20,10.0,1,100.00%,10.0,10.0,0,0,0,0,0,0,0,0,0,1,34,31
120,Hunter Henry,TE,NWE,1.0,CAR,9,9,Sun,3,2,19,9.5,1,66.70%,6.33,9.9,0,0,0,0,0,0,0,0,0,1,24,6
121,Austin Hooper,TE,CLE,0.0,CHI,3,3,Sun,3,2,19,9.5,1,66.70%,6.33,9.9,0,0,0,0,0,0,0,0,0,1,26,6
122,Mo Alie-Cox,TE,IND,0.0,HOU,6,6,Sun,3,1,28,28.0,1,33.30%,9.33,9.8,0,0,0,0,0,0,0,0,0,1,31,3
123,Mike Gesicki,TE,MIA,1.0,BUF,8,8,Sun,4,3,48,16.0,0,75.00%,12.0,9.8,0,0,0,0,0,0,0,0,0,0,11,26
124,Jonnu Smith,TE,NWE,0.0,MIA,1,1,Sun,5,5,42,8.4,0,100.00%,8.4,9.8,0,0,0,0,0,1,6,0,1,0,16,17
125,Dawson Knox,TE,BUF,1.0,MIA,2,2,Sun,3,2,17,8.5,1,66.70%,5.67,9.7,0,0,0,0,0,0,0,0,0,1,35,0
126,Donald Parham,TE,LAC,0.0,LVR,4,4,Mon,3,2,17,8.5,1,66.70%,5.67,9.7,0,0,0,0,0,0,0,0,0,1,28,14
127,Lee Smith,TE,ATL,1.0,NYG,3,3,Sun,3,3,7,2.33,1,100.00%,2.33,9.7,0,0,0,0,0,0,0,0,0,1,17,14
128,Tyler Higbee,TE,LAR,0.0,DET,7,7,Sun,8,5,46,9.2,0,62.50%,5.75,9.6,0,0,0,0,0,0,0,0,0,1,28,19
129,Albert Okwuegbunam,TE,DEN,1.0,NYG,1,1,Sun,3,3,16,5.33,1,100.00%,5.33,9.6,0,0,0,0,0,0,0,0,1,1,27,13
130,Tyler Conklin,TE,MIN,1.0,BAL,8,9,Sun,7,5,45,9.0,0,71.40%,6.43,9.5,0,0,0,0,0,0,0,0,0,0,31,34
131,Evan Engram,TE,NYG,1.0,DAL,5,5,Sun,4,4,55,13.75,0,100.00%,13.75,9.5,0,0,0,0,0,0,0,0,0,0,20,44
132,Rob Gronkowski,TE,TAM,1.0,LAR,3,3,Sun,8,4,55,13.75,0,50.00%,6.88,9.5,0,0,0,0,0,0,0,0,0,0,24,34
133,Logan Thomas,TE,WAS,0.0,NYG,2,2,Thu,7,5,45,9.0,0,71.40%,6.43,9.5,0,0,0,0,0,0,0,0,0,1,30,29
134,Mark Andrews,TE,BAL,0.0,MIN,8,9,Sun,10,5,44,8.8,0,50.00%,4.4,9.4,0,0,0,0,0,0,0,0,0,1,34,31
135,Mike Gesicki,TE,MIA,0.0,HOU,9,9,Sun,8,4,54,13.5,0,50.00%,6.75,9.4,0,0,0,0,0,0,0,0,0,1,17,9
136,Tyler Higbee,TE,LAR,1.0,SEA,5,5,Thu,2,2,14,7.0,1,100.00%,7.0,9.4,0,0,0,0,0,0,0,0,0,1,26,17
137,Dalton Schultz,TE,DAL,0.0,DEN,8,9,Sun,5,4,54,13.5,0,80.00%,10.8,9.4,0,0,0,0,0,0,0,0,0,0,16,30
138,Cole Kmet,TE,CHI,1.0,TAM,7,7,Sun,6,5,43,8.6,0,83.30%,7.17,9.3,0,0,0,0,0,0,0,0,0,0,3,38
139,Jack Doyle,TE,IND,0.0,TEN,8,8,Sun,2,2,12,6.0,1,100.00%,6.0,9.2,0,0,0,0,0,0,0,0,0,0,31,34
140,Cole Kmet,TE,CHI,1.0,LAR,1,1,Sun,7,5,42,8.4,0,71.40%,6.0,9.2,0,0,0,0,0,0,0,0,0,0,14,34
141,Chris Manhertz,TE,JAX,1.0,HOU,1,1,Sun,1,1,22,22.0,1,100.00%,22.0,9.2,0,0,0,0,0,0,0,0,0,0,21,37
142,Kyle Pitts,TE,ATL,1.0,NOR,8,9,Sun,7,3,62,20.67,0,42.90%,8.86,9.2,0,0,0,0,0,0,0,0,0,1,27,25
143,Kyle Rudolph,TE,NYG,1.0,KAN,8,8,Mon,3,2,12,6.0,1,66.70%,4.0,9.2,0,0,0,0,0,0,0,0,0,0,17,20
144,Tommy Tremble,TE,CAR,0.0,PHI,5,5,Sun,4,2,12,6.0,1,50.00%,3.0,9.2,0,0,0,0,0,0,0,0,0,0,18,21
145,Ross Dwelley,TE,SFO,0.0,SEA,4,4,Sun,1,1,21,21.0,1,100.00%,21.0,9.1,0,0,0,0,0,0,0,0,0,0,21,28
146,Eric Ebron,TE,PIT,0.0,SEA,6,6,Sun,2,2,10,5.0,0,100.00%,5.0,9.1,0,0,0,0,0,1,1,1,0,1,23,20
147,Ricky Seals-Jones,TE,WAS,0.0,NOR,5,5,Sun,9,5,41,8.2,0,55.60%,4.56,9.1,0,0,0,0,0,0,0,0,0,0,22,33
148,Austin Hooper,TE,CLE,0.0,HOU,2,2,Sun,5,5,40,8.0,0,100.00%,8.0,9.0,0,0,0,0,0,0,0,0,0,1,31,21
149,Kyle Pitts,TE,ATL,0.0,WAS,4,4,Sun,9,4,50,12.5,0,44.40%,5.56,9.0,0,0,0,0,0,0,0,0,0,0,30,34
150,Harrison Bryant,TE,CLE,0.0,HOU,2,2,Sun,4,4,49,12.25,0,100.00%,12.25,8.9,0,0,0,0,0,0,0,0,0,1,31,21
151,Noah Fant,TE,DEN,1.0,CLE,7,7,Thu,7,5,39,7.8,0,71.40%,5.57,8.9,0,0,0,0,0,0,0,0,0,0,14,17
152,Cole Kmet,TE,CHI,0.0,GNB,6,6,Sun,5,4,49,12.25,0,80.00%,9.8,8.9,0,0,0,0,0,1,0,0,0,0,14,24
153,Ricky Seals-Jones,TE,WAS,0.0,NYG,2,2,Thu,1,1,19,19.0,1,100.00%,19.0,8.9,0,0,0,0,0,0,0,0,0,1,30,29
154,Will Dissly,TE,SEA,1.0,PIT,6,6,Sun,2,2,8,4.0,1,100.00%,4.0,8.8,0,0,0,0,0,0,0,0,0,0,20,23
155,Blake Jarwin,TE,DAL,0.0,CAR,4,4,Sun,3,1,18,18.0,1,33.30%,6.0,8.8,0,0,0,0,0,0,0,0,0,1,36,28
156,David Njoku,TE,CLE,1.0,CIN,9,9,Sun,3,1,18,18.0,1,33.30%,6.0,8.8,0,0,0,0,0,0,0,0,0,1,41,16
157,Joe Fortson,TE,KAN,0.0,LAC,3,3,Sun,2,2,7,3.5,1,100.00%,3.5,8.7,0,0,0,0,0,0,0,0,0,0,24,30
158,Adam Trautman,TE,NOR,0.0,ATL,8,9,Sun,7,4,47,11.75,0,57.10%,6.71,8.7,0,0,0,0,0,0,0,0,0,0,25,27
159,Dallas Goedert,TE,PHI,1.0,DAL,3,3,Mon,4,2,66,33.0,0,50.00%,16.5,8.6,0,0,0,0,0,0,0,0,0,0,21,41
160,Hunter Henry,TE,NWE,0.0,NOR,3,3,Sun,6,5,36,7.2,0,83.30%,6.0,8.6,0,0,0,0,0,0,0,0,0,0,13,28
161,Tyler Higbee,TE,LAR,1.0,NYG,6,6,Sun,5,5,36,7.2,0,100.00%,7.2,8.6,0,0,0,0,0,0,0,0,0,1,38,11
162,Dan Arnold,TE,CAR,0.0,NOR,2,2,Sun,4,3,55,18.33,0,75.00%,13.75,8.5,0,0,0,0,0,0,0,0,0,1,26,7
163,Darren Waller,TE,LVR,0.0,CHI,5,5,Sun,8,4,45,11.25,0,50.00%,5.63,8.5,0,0,0,0,0,0,0,0,0,0,9,20
164,MyCole Pruitt,TE,TEN,1.0,JAX,5,5,Sun,1,1,14,14.0,1,100.00%,14.0,8.4,0,0,0,0,0,0,0,0,0,1,37,19
165,Mike Gesicki,TE,MIA,1.0,TAM,5,5,Sun,7,4,43,10.75,0,57.10%,6.14,8.3,0,0,0,0,0,0,0,0,0,0,17,45
166,Zach Ertz,TE,ARI,0.0,GNB,8,8,Thu,4,4,42,10.5,0,100.00%,10.5,8.2,0,0,0,0,0,0,0,0,0,0,21,24
167,T.J. Hockenson,TE,DET,1.0,CHI,4,4,Sun,8,4,42,10.5,0,50.00%,5.25,8.2,0,0,0,0,0,0,0,0,0,0,14,24
